B2500-B2300,B2500-B2000,B2000-B1500,B1800-B1250,B1500-B1250,B1350-B1250,B1250-B1070,B1250-B780,B1250-B780	称名寺式,堀之内式,加曽利B式,曽谷式,安行１式,安行２式,安行３a式,安行３b式,安行３c式	縄文後期初頭-晩期中葉,縄文後期初頭-晩期中葉,縄文後期初頭-晩期中葉,縄文後期初頭-晩期中葉,縄文後期初頭-晩期中葉,縄文後期初頭-晩期中葉,縄文後期初頭-晩期中葉,縄文後期初頭-晩期中葉,縄文後期初頭-晩期中葉	西ヶ原貝塚 にしがはらかいづか	東京都北区西ヶ原3-1-4,5,1-31,3-17-5	集落,貝塚	35.74350747	139.7425993	22.1～23
100-240		弥生後期後半	西ヶ原貝塚 にしがはらかいづか	東京都北区西ヶ原3-1-4,5,1-31,3-17-5	集落	35.74350747	139.7425993	22.1～23
B2500-B2000	堀之内１式	縄文後期前葉	東谷戸遺跡 ひがしやといせき	東京都北区西ヶ原1-41	集落	35.74211878	139.7439881	15.1～15.8
100-150		弥生後期中葉	成増天神脇遺跡 なりますてんじんわきいせき	東京都板橋区成増5-13	集落	35.78488857	139.6323293	26.9～28.3
100-240		弥生後期中葉-末葉	成増新田原遺跡 なりますしんでんばらいせき	東京都板橋区成増2-36	包含地	35.77961144	139.6264966	26～26
1-240?		弥生後期？	成増一丁目遺跡　B地点 なりますいっちょうめいせきびーちてん	東京都板橋区成増1-35	集落	35.77794349	139.5942777	27～27
B100-1	足洗式	弥生中期後半	成増との山遺跡第2地点 なりますとのやまいせきだいにちてん	東京都板橋区成増3-33	散布地	35.78072248	139.6309406	27～27
1-240		弥生後期	成増との山遺跡第2地点 なりますとのやまいせきだいにちてん	東京都板橋区成増3-33	散布地	35.78072248	139.6309406	27～27
			成増との山遺跡　第3地点 なりますとのやまいせき	東京都板橋区成増3-31	集落	35.78044474	139.6309406	_～_
			成増との山遺跡　第3地点 なりますとのやまいせき	東京都板橋区成増3-31	集落	35.78044474	139.6309406	_～_
100-150		弥生後期中葉	成願寺北遺跡 じょうがんじきたいせき	東京都中野区本町2-28-14	集落	35.69434489	139.6823286	33.8～34.1
100-240		弥生後期後半	菅原神社台地上遺跡 すがわらじんじゃだいちうえいせき	東京都板橋区成増5-4	集落,墳墓	35.79322053	139.6320514	27～28.5
240-400	五領式	古墳前期	菅原神社台地上遺跡 すがわらじんじゃだいちうえいせき	東京都板橋区成増5-4	集落,墳墓	35.79322053	139.6320514	27～28.5
240-400	五領式	古墳前期	神明上遺跡 しんめいうえいせき	東京都日野市神明2-8-4,東京都日野市神明4-17-26,東京都日野市神明2-10-10ほか	集落	35.66934005	139.381244	98.5～99.5
240-400	五領式	古墳前期	神明上遺跡 しんめいうえいせき	東京都日野市神明	集落	35.6715645	139.4767914	99.2～99.2
240-400	五領式	古墳前期	深大寺城山遺跡　第19地点 じんだいじしろやまいせき	東京都調布市深大寺元町2-27-4?8	集落	35.66490025	139.5484521	50～50
200-400		弥生後期末-古墳前期初頭	深大寺城山遺跡　神代植物公園城山地区 じんだいじしろやまいせき　じんだいしょくぶつこうえんしろやまちく	東京都調布市深大寺元町2-19		35.66434479	139.5501186	49～53
150-240		弥生末葉	新井三丁目遺跡 あらいさんちょうめいせき	東京都中野区新井三丁目10-1	集落	35.716564	139.6634405	38.7～38.7
150-240		弥生末葉	上野忍岡遺跡群国立西洋美術館地点 うえのしのぶがおかいせきこくりつせいようびじゅつかんちてん	東京都台東区上野公園7-7	集落	35.71434531	139.7759314	18～18
150-240		弥生末葉	上野忍岡遺跡群　東西自由通路建設地点 うえのしのばずがおかいせきぐん　とうざいじゆうつうろけんせつちてん	東京都台東区上野公園5	集落	35.71323428	139.7753759	17.3～17.5
			上野忍岡遺跡群　国立科学博物館たんけん館地点 うえのしのぶがおかいせきぐん　こくりつかがくはくぶつかんたんけんかんちてん	東京都台東区上野公園7-20	集落	35.71545634	139.7767646	_～_
1-240		弥生後期	上野忍岡遺跡群　五重塔隣接地点 うえのしのぶがおかいせきぐん　ごじゅうのとうりんせつちてん	東京都台東区上野公園9	集落,寺院	35.71323428	139.7753759	_～_
			上富士前町 かみふじまえまち	東京都文京区本駒込6-25-3ほか	不詳	35.70878966	139.757877	_～_
			上富士前町 かみふじまえまち	東京都文京区本駒込6-25-3ほか	集落	35.70878966	139.757877	_～_
1-240?		弥生後期？	上富士前町 かみふじまえまち	東京都文京区本駒込5-73	集落	35.73323121	139.7495436	23.4～23.8
			上小岩遺跡 かみこいわいせき	東京都江戸川区北小岩6,7	集落	35.74239963	139.8853649	_～_
			松月院境内遺跡第7地点 しょうげついんけいだいいせきだいななちてん	東京都板橋区赤塚8-4-9	集落	35.78405577	139.6437172	_～_
100-150		弥生後期中葉	小茂根小山遺跡　第2地点 こもねこやまいせき	東京都板橋区小茂根2-20	集落,墓	35.74989414	139.6842705	28.3～28.8
B100-1	宮ノ台式	弥生中期後半	小茂根小山遺跡　第1地点 こもねこやまいせき	東京都板橋区小茂根3-4	集落	35.73878425	139.6817713	24～24.5
100-240		弥生後期後半	小茂根小山遺跡　第1地点 こもねこやまいせき	東京都板橋区小茂根3-4	集落	35.73878425	139.6817713	24～24.5
240-400	五領式	古墳前期	女塚貝塚 おなづかかいづか	東京都大田区西蒲田4-20-15	包含地	35.56797146	139.7087201	2.4～2.6
100-240		弥生後期後半	春日町遺跡 かすがちょういせき	東京都文京区後楽1-3	包含地,屋敷			0.8～1.8
B100-1	宮ノ台式	弥生中期後半	宿遺跡　第9地点 しゅくいせき	東京都北区王子本町2-27-8	集落	35.75767225	139.7281555	22.8～22.8
100-240	弥生町式	弥生後期後半	宿遺跡　第8地点 しゅくいせき	東京都北区王子本町1-9-13	集落	35.75628352	139.7284333	18～18
1-240?,240-400		弥生後期?,古墳前期	宿遺跡　第5地点 しゅくいせき	東京都北区王子本町2-24-5	集落	35.7573945	139.7281555	24.9～24.9
B100-1	宮ノ台式	弥生中期	宿遺跡　第11地点 しゅくいせき	東京都北区王子本町2-27-11	集落	35.7573945	139.7281555	22.8～22.8
B100-1	宮ノ台式	弥生中期後半	宿遺跡　第10地点 しゅくいせき	東京都北区王子本町1-19-4	集落	35.75683903	139.7292665	13.6～13.6
100-400		弥生後期後半-古墳前期	宿遺跡　第10地点 しゅくいせき	東京都北区王子本町1-19-4	集落	35.75683903	139.7292665	13.6～13.6
B2000-B1500	加曽利Ｂ式	縄文後期中葉	十条久保遺跡 じゅうじょうくぼいせき	東京都北区十条台1-5-70（陸上自衛隊十条駐屯地内）	集落	35.75545022	139.7259335	17～17
			十条久保遺跡 じゅうじょうくぼいせき	東京都北区十条台1-5-71（陸上自衛隊十条駐屯地内）	集落	35.75545022	139.7259335	17.4～19.6
100-400		弥生後期後半-古墳前期	十条久保遺跡 じゅじょうくぼいせき	東京都北区十条台1-5-70（陸上自衛隊十条駐屯地内）	集落	35.75572797	139.7259335	17～17.8
240-400	五領式	古墳前期	舟渡遺跡　第3地点 ふなどいせき	東京都板橋区舟渡2-31,32	集落	35.80183189	139.6898239	1.4～1.6
240-400	五領式	古墳前期	舟渡遺跡　第2地点 ふなどいせき	東京都板橋区舟渡1-19	墓	35.79322234	139.6859354	2.1～2.1
B2500-B2000	堀之内式	縄文後期前葉	七社神社裏貝塚　第2地点 ななしゃじんじゃうらかいづか	東京都北区西ヶ原2-9-6	貝塚,集落	35.74850688	139.7409325	23.8～23.8
100-240		弥生後期後半	七社神社裏貝塚　第2地点 ななしゃじんじゃうらかいづか	東京都北区西ヶ原2-9-6	集落,墓	35.74850688	139.7409325	24～24.1
200-400		弥生終末-古墳初頭	七社神社裏貝塚　第2地点 ななしゃじんじゃうらかいづか	東京都北区西ヶ原2-9-6	集落	35.74850688	139.7409325	24～24.1
240-400		古墳前期	七社神社裏貝塚　第2地点 ななしゃじんじゃうらかいづか	東京都北区西ヶ原2-9-6	集落	35.74850688	139.7409325	24～24.1
B2500-B2000	堀之内式	縄文後期前葉	七社神社裏貝塚　第1地点 ななしゃじんじゃうらかいづか	東京都北区西ヶ原2-8-8	貝塚,集落	35.74878464	139.741488	22.3～22.8
B100-1	宮ノ台式	弥生中期後半	七社神社裏貝塚　第1地点 ななしゃじんじゃうらかいづか	東京都北区西ヶ原2-8-8	集落,墓	35.74878464	139.741488	22.3～22.8
1-240		弥生後期-末	七社神社裏貝塚　第1地点 ななしゃじんじゃうらかいづか	東京都北区西ヶ原2-8-8	集落	35.74878464	139.741488	22.3～22.8
240-400	五領式	古墳前期	七社神社裏貝塚　第1地点 ななしゃじんじゃうらかいづか	東京都北区西ヶ原2-8-8	集落	35.74878464	139.741488	22.3～22.8
B2000-B1500	加曽利B式	縄文後期中葉	西ヶ原貝塚　第8地点 にしがはらかいづか	東京都北区西ヶ原3-7-8	貝塚,集落	35.74295199	139.742877	23～23.1
B2500-B2300	称名寺式	縄文後期初頭	七社神社前遺跡 ななしゃじんじゃまえいせき	東京都北区西ケ原2-34-14,2-30-13,2-13-9,2-34-13,2-34-10,2-33-18,2-34-2,2-39-7、9,2- 40-11,2-41-14,2-44-10,2-41-11,2-42-13,2-37-3,3-27-9,3-27-11,2-35-6,2-25-4-5,2-23-1,2-10-5,2-14-6,3-30-38	集落	35.74545162	139.7392661	22～24.8
1-240		弥生後期	七社神社前遺跡 ななしゃじんじゃまえいせき	東京都北区西ケ原2-34-14,2-30-13,2-13-9,2-34-13,2-34-10,2-33-18,2-34-2,2-39-7、9,2- 40-11,2-41-14,2-44-10,2-41-11,2-42-13,2-37-3,3-27-9,3-27-11,2-35-6,2-25-4-5,2-23-1,2-10-5,2-14-6,3-30-38	集落,墓	35.74545162	139.7392661	22～24.8
200-400		弥生後期末-古墳前期初頭	七社神社前遺跡 ななしゃじんじゃまえいせき	東京都北区西ケ原2-34-14,2-30-13,2-13-9,2-34-13,2-34-10,2-33-18,2-34-2,2-39-7、9,2- 40-11,2-41-14,2-44-10,2-41-11,2-42-13,2-37-3,3-27-9,3-27-11,2-35-6,2-25-4-5,2-23-1,2-10-5,2-14-6,3-30-38	集落,墓	35.74545162	139.7392661	22～24.8
200-400		弥生後期末-古墳前期初頭	志茂遺跡 しもいせき	東京都北区志茂4丁目44番	墓	35.77933634	139.7337097	3.2～3.2
100-150		弥生後期中葉	志村城山遺跡第2・第3地点 しむらしろやまいせきだいに　だいさんちてん	東京都板橋区志村2-20,23	集落	35.77544686	139.6912133	24～24.1
150-240		弥生後期後葉	志村城山遺跡第2・第3地点 しむらしろやまいせきだいに　だいさんちてん	東京都板橋区志村2-20,23	集落	35.77544686	139.6912133	24～24.1
240-400	五領式	古墳前期	志村城山遺跡第2・第3地点 しむらしろやまいせきだいに　だいさんちてん	東京都板橋区志村2-20,23	集落	35.77544686	139.6912133	24～24.1
B100-1	宮ノ台式	弥生中期後半	志村城山遺跡　第4地点 しむらしろやまいせき	東京都板橋区志村2-16	集落	35.77489123	139.6856582	23.1～23.5
1-100	久ヶ原式	弥生後期前葉	志村城山遺跡　第4地点 しむらしろやまいせき	東京都板橋区志村2-16	集落	35.77489123	139.6856582	23.1～23.5
100-240		弥生後期中葉-末葉	志村城山遺跡　第4地点 しむらしろやまいせき	東京都板橋区志村2-16	集落	35.77489123	139.6856582	23.1～23.5
B200-240	不明	弥生中期-後期	志村城山遺跡　第4地点 しむらしろやまいせき	東京都板橋区志村2-16	集落	35.77489123	139.6856582	23.1～23.5
100-150		弥生後期中葉	志村坂上遺跡　N地点 しむらさかうえいせき	東京都板橋区志村坂上1-34-18	集落	35.77600239	139.6928798	23～23
			志村坂上遺跡　L地点 しむらさかうえいせき	東京都板橋区志村1-17	集落	35.77516916	139.6931576	_～_
			志村坂上遺跡　L地点 しむらさかうえいせき	東京都板橋区志村1-17	集落	35.77516916	139.6931576	_～_
100-240		弥生後期後半	志村坂上遺跡　G地点 しむらさかうえいせき	東京都板橋区志村1-18	墓	35.77433596	139.6939909	23～23
			志村坂上遺跡　F地点 しむらさかうえいせきえふちてん	東京都板橋区志村1-15-10	集落	35.77432565	139.1937563	_～_
			志村坂上遺跡　F地点 しむらさかうえいせきえふちてん	東京都板橋区志村1-15-10	集落	35.77432565	139.1937563	_～_
200-240		弥生後期末	志村坂上遺跡　D地点 しむらさかうえいせき	東京都板橋区志村1-35	集落	35.77600241	139.6937131	23～23
100-240		弥生後期中葉-末葉	四葉宮前遺跡 よつばみやまえいせき	東京都板橋区四葉1-28	集落	35.77988978	139.6514944	28.8～28.8
100-240		弥生後期後半	四葉遺跡（C地区-1） よつばいせき	東京都板橋区四葉2-10	集落	35.78044528	139.6523277	28.3～28.4
100-240?		弥生後期後半？	四葉遺跡（C地区-1） よつばいせき	東京都板橋区四葉2-10	集落	35.78044528	139.6523277	28.3～28.4
1-240	久ヶ原式	弥生後期	山王一丁目６番所在遺跡 さんのういっちょうめろくばんしょざいいせき	東京都大田区山王1-6	包含地	35.59102452	139.7281617	14.2～14.7
B100-1	宮ノ台式	弥生中期後半	山王遺跡 さんのういせき	東京都大田区山王2-11	集落	35.58908037	139.7292728	22～22
200-240		弥生後期終末	山王遺跡 さんのういせき	東京都大田区山王2-11	集落	35.58908037	139.7292728	22～22
240-400	五領式	古墳前期	山王遺跡 さんのういせき	東京都大田区山王2-11	集落	35.58908037	139.7292728	22～22
B100-1	宮ノ台式	弥生中期後半	山王遺跡 さんのういせき	東京都大田区山王二丁目11番4号	集落	35.59019127	139.7273285	22.7～22.8
100-240		弥生後期後半-終末	山王遺跡 さんのういせき	東京都大田区山王二丁目11番4号	集落	35.59019127	139.7273285	22.7～22.8
1-100	久ヶ原式	弥生後期前半	桜橋付近遺跡 さくらばしふきんいせき	東京都大田区田園調布本町43-8	集落	35.58519136	139.6751116	22.3～22.5
100-240		弥生後期後半	行元寺跡 ぎょうがんじあと	東京都新宿区神楽坂5-39-2ほか		35.70545614	139.7356568	10～10
100-240	弥生町式	弥生後期後半-終末	御殿前遺跡第4地点 ごてんまえいせき	東京都北区西ヶ原2-3-15	集落	35.74545168	139.7425992	23.2～23.5
240-400	五領式	古墳前期	御殿前遺跡第4地点 ごてんまえいせき	東京都北区西ヶ原2-3-15	集落	35.74545168	139.7425992	23.2～23.5
B2500-B2300	称名寺式	縄文後期初頭	御殿前遺跡　第7地点/第8地点/第9地点/第10地点/第11地点/第12地点/第13地点/第14地点/第15地点 ごてんまえいせき	東京都北区西ヶ原2-3-6（第7地点）,2-3-15（第8地点）,2-43-9（第9地点）,3-26-13（第10地点）,3-20-1（第11地点）,2-45-2（第12地点）,2-45-1（第13地点）,2-46-9（第14地点）,2-46（第15地点）	集落,墓,官衙	35.74517391	139.7412104	24.4～24.4
100-240	弥生町式	弥生後期後半	御殿前遺跡　第7地点/第8地点/第9地点/第10地点/第11地点/第12地点/第13地点/第14地点/第15地点 ごてんまえいせき	東京都北区西ヶ原2-3-6（第7地点）,2-3-15（第8地点）,2-43-9（第9地点）,3-26-13（第10地点）,3-20-1（第11地点）,2-45-2（第12地点）,2-45-1（第13地点）,2-46-9（第14地点）,2-46（第15地点）	集落,墓,官衙	35.74517391	139.7412104	22.5～24.6
			御殿前遺跡　第5地点 ごてんまえいせき	東京都北区西ヶ原2-44?46,3-2	集落,貝塚	35.7373971	139.7414885	_～_
			御殿前遺跡　第5地点 ごてんまえいせき	東京都北区西ヶ原2-44?46,3-2	集落	35.7373971	139.7414885	_～_
100-240	弥生町式	弥生後期後半	御殿前遺跡　第23?26地点 ごてんまえいせき	東京都北区西ヶ原2-3-6,2-3-15	集落	35.74850684	139.7389883	24～24.4
100-240		弥生後期後半-終末	御殿前遺跡　第23?26地点 ごてんまえいせき	東京都北区西ヶ原2-3-6,2-3-15	集落	35.74850684	139.7389883	24～24.4
240-400	五領式	弥生終末-古墳初頭	御殿前遺跡　第23?26地点 ごてんまえいせき	東京都北区西ヶ原2-3-6,2-3-15	集落	35.74850684	139.7389883	24～24.4
100-240	弥生町式	弥生後期後半	御殿前遺跡　第18地点/第19地点/第20地点/第21地点/第22地点 ごてんまえいせき	東京都北区西ケ原2-3-6,2-3-15,2-3-15,2-3-15,2-3-15	集落	35.74572941	139.7414882	23.8～24.7
100-240		弥生後期後半-終末	御殿前遺跡　第18地点/第19地点/第20地点/第21地点/第22地点 ごてんまえいせき	東京都北区西ケ原2-3-6,2-3-15,2-3-15,2-3-15,2-3-15	集落	35.74572941	139.7414882	23.8～24.7
240-400	五領式	弥生終末-古墳初頭	御殿前遺跡　第18地点/第19地点/第20地点/第21地点/第22地点 ごてんまえいせき	東京都北区西ケ原2-3-6,2-3-15,2-3-15,2-3-15,2-3-15	集落	35.74572941	139.7414882	23.8～24.7
100-240		弥生後期後半	御所水遺跡 ごしょみずいせき	東京都八王子市台町2-16-14	集落	35.65072958	139.3165279	154.9～155.8
240-400	五領式	古墳前期	後ケ谷戸遺跡 うしろがやといせき	東京都武蔵村山市岸3-45ほか	集落	35.76571754	139.3734635	133.6～133.6
			穴八幡神社遺跡 あなはちまんじんじゃいせき	東京都新宿区西早稲田2-1-11	集落	35.70712216	139.7176028	_～_
1-400		弥生後期-古墳前期	駒込東片町遺跡 こまごめひがしかたまちいせき	東京都文京区向丘1-11-18		35.72156605	139.7545436	17.3～20.2
100-150		弥生後期中葉	駒込一丁目遺跡　樹林館地区 こまごめいっちょうめいせき　じゅりんかんちく	東京都豊島区駒込一丁目9番2号	包蔵地,集落,植木屋	35.73350899	139.7503769	23～23
1-400		弥生後期-古墳前期	駒込一丁目遺跡 こまごめいっちょうめいせき	東京都豊島区駒込1-3-4	集落	35.73212016	139.7478771	23.5～23.5
B200-B100	条痕文	弥生中期前半	金井中央土地区画整理事業地用地内遺跡 かないちゅうおうとちくかくせいりじぎょうようちないいせき	東京都町田市金井5丁目1027番3号他	散布地	35.57574193	139.459574	70～73
B2500-B2000	堀之内1式	縄文後期前葉	郷田原遺跡 ごうだはらいせき	東京都八王子市片倉町3080ほか	集落	35.63517607	139.3273608	144～144
100-240		弥生後期後半	郷田原遺跡 ごうだはらいせき	東京都八王子市片倉町3080ほか	集落	35.63517607	139.3273608	146～152
100-150	朝光寺原式	弥生後期中葉	宮之原遺跡 みやのはらいせき	東京都世田谷区喜多見4-24	集落	35.62740642	139.5923392	20.2～20.4
240-400	五領式	古墳前期	宮之原遺跡 みやのはらいせき	東京都世田谷区喜多見4-24	集落	35.62740642	139.5923392	20.2～20.4
B2500-B2300	称名寺式	縄文後期初頭	久保田遺跡 くぼたいせき	東京都板橋区栄町16	集落	35.75489413	139.7014911	18.6～19.1
B380-B350		弥生前期末	久保田遺跡 くぼたいせき	東京都板橋区栄町16	集落	35.75489413	139.7014911	18.6～19.1
1-240		弥生後期	久保田遺跡 くぼたいせき	東京都板橋区栄町16	集落	35.75489413	139.7014911	18.6～19.1
B2500-B2000	堀之内式	縄文後期前葉	久原小学校内遺跡 くがはらしょうがっこうないいせき	東京都大田区久が原4-12-10	集落	35.58019193	139.6937209	17～17.5
B2000-B1500	加曽利B1-B2式	縄文後期中葉	久原小学校内遺跡 くがはらしょうがっこうないいせき	東京都大田区久が原4-12-10	集落	35.58019193	139.6937209	17～17.5
1-240	久ヶ原式	弥生後期中葉-後葉	久原小学校内遺跡 くがはらしょうがっこうないいせき	東京都大田区久が原4-12-10	集落	35.58019193	139.6937209	17～17.5
240-400	五領式	古墳前期初頭	久原小学校内遺跡 くがはらしょうがっこうないいせき	東京都大田区久が原4-12-10	集落	35.58019193	139.6937209	17～17.5
1-100	久ヶ原式	弥生後期後半	久ヶ原遺跡 くがはらいせき	東京都大田区久が原五丁目7番区立久が原さくら児童公園	集落	35.57741459	139.6948321	16.4～15.6
B2500-B2000	堀之内式	縄文後期前葉	喜多見陣屋遺跡 きたみじんやいせき	東京都世田谷区喜多見1-22,23,29,32,33	集落,城館	35.60324411	139.6176167	17～18.5
B100-1	宮ノ台式	弥生中期後半	喜多見陣屋遺跡 きたみじんやいせき	東京都世田谷区喜多見1-22,23,29,32,33	集落,城館	35.60324411	139.6176167	18.3～18.5
1-100	朝光寺原式	弥生後期前葉	喜多見陣屋遺跡 きたみじんやいせき	東京都世田谷区喜多見1-22,23,29,32,33	集落,城館	35.60324411	139.6176167	18.3～18.5
100-150	朝光寺原式	弥生後期中葉	喜多見陣屋遺跡 きたみじんやいせき	東京都世田谷区喜多見1-22,23,29,32,33	集落,城館	35.60324411	139.6176167	18.3～18.5
150-240	朝光寺原式	弥生後期後葉	喜多見陣屋遺跡 きたみじんやいせき	東京都世田谷区喜多見1-22,23,29,32,33	集落,城館	35.60324411	139.6176167	18.3～18.5
150-240	朝光寺原式	弥生後期後葉	喜多見陣屋遺跡 きたみじんやいせき	東京都世田谷区喜多見1-22,23,29,32,33	集落,城館	35.60324411	139.6176167	18.3～18.5
240-400	五領式	古墳前期	喜多見陣屋遺跡 きたみじんやいせき	東京都世田谷区喜多見1-22,23,29,32,33	集落,城館	35.60324411	139.6176167	18.3～18.5
100-150		弥生後期中葉	雁木坂上遺跡（G地点） がんぎざかうえいせき	東京都港区麻布台1-6-18	包蔵地,集落	35.66962705	139.7487127	27.8～28
240-400	五領式	古墳前期	扇塚古墳 おおぎづかこふん	東京都大田区田園調布1-12-1	古墳	35.58658001	139.6706675	18.8～22.8
1-100	久ヶ原式	弥生後期中葉-後葉	丸山遺跡 まるやまいせき	東京都大田区田園調布1-12-1	集落	35.58658001	139.6706675	20～21
B100-1	宮ノ台式	弥生中期後半	環8光明寺地区遺跡 かんぱちこうみょうじちくいせき	東京都大田区鵜の木1-23-10ほか	集落,墓	35.57380432	139.6845559	11.8～13.8
B200-B100		弥生中期前半	兜率山廣園寺 とそつさんこうおんじ	東京都八王子市山田町1577	不詳	35.64628563	139.3162503	157～161
240-400	五領式	古墳前期	兜率山廣園寺 とそつさんこうおんじ	東京都八王子市山田町1577	不詳	35.64628563	139.3162503	157～161
100-240		弥生後期中葉-後葉	下戸塚遺跡環状第4号線（西早稲田地区）地点 しもとつかいせきかんじょうだいよんごうせん（にしわせだちく）ちてん	東京都新宿区西早稲田3丁目2,3番	集落跡,墓跡	35.71017734	139.7162139	19～19.5
240-400	五領式	古墳前期	下戸塚遺跡環状第4号線（西早稲田地区）地点 しもとつかいせきかんじょうだいよんごうせん（にしわせだちく）ちてん	東京都新宿区西早稲田3丁目2,3番	集落跡,墓跡	35.71017734	139.7162139	19～19.5
100-150		弥生後期中葉	下戸塚遺跡　第3次 しもとつかいせき	東京都新宿区西早稲田1-20	集落	35.7179541	139.7112141	14.5～14.8
1-100		弥生後期前葉	下戸塚遺跡　第2次 しもとつかいせき	東京都新宿区西早稲田1-20	集落	35.71573214	139.7117697	18～19.8
1-240		弥生後期	下戸塚遺跡 しもとつかいせき	東京都新宿区	不明	38.68844671	139.7249841	14.2～14.4
B100-400	宮ノ台式-五領式	弥生中期後半-古墳前期	沖山遺跡 おきやまいせき	東京都板橋区四葉2-17	集落	35.78294496	139.6517721	26.3～28.3
B2500-B2000,B2500-B2000,B2000-B1500,B1800-B1250,B1500-B1250,B1350-B1250,B1250-B1070,B1250-B780,B1250-B780	称名寺式,堀之内式,加曾利Ｂ式,曽谷式,安行1式,安行2式,安行3a式,安行3ｂ式,安行3ｃ式,	縄文後期-晩期,縄文後期-晩期,縄文後期-晩期,縄文後期-晩期,縄文後期-晩期,縄文後期-晩期,縄文後期-晩期,縄文後期-晩期,縄文後期-晩期	岡本前耕地遺跡 おかもとまえこうちいせき	東京都世田谷区岡本2-9-1	低地	35.62046352	139.6190039	11.5～12.5
1-240		弥生後期	岡本前耕地遺跡 おかもとまえこうちいせき	東京都世田谷区岡本2-9-1	低地	35.62046352	139.6190039	11.5～12.5
240-400		古墳前期	岡本前耕地遺跡 おかもとまえこうちいせき	東京都世田谷区岡本2-9-1	包含地	35.62046352	139.6190039	11.5～12.5
240-400	五領式	古墳前期	岡本前耕地 おかもとまえこうち	東京都世田谷区岡本2-9-1	包含地	35.74544823	139.6095549	11.5～12.2
B2500-B1250	不明	縄文後期	奥沢台遺跡（第16・17次） おくさわだいいせき（だい16・17じ）	東京都世田谷区奥沢6丁目9番15号		35.60296594	139.6634446	_～_
1-240	不明	弥生後期	奥沢台遺跡（第16・17次） おくさわだいいせき（だい16・17じ）	東京都世田谷区奥沢6丁目9番15号		35.60296594	139.6634446	_～_
1-100	久ヶ原式	弥生後期前葉	一番町遺跡 いちばんちょういせき	東京都千代田区一番町12	墓	35.6871249	139.7395461	27～27.5
200-240		弥生最終末	伊興遺跡/東伊興遺跡 いこういせき/ひがしいこういせき	東京都足立区東伊興1,東伊興2,伊興町狭間,東伊興町,伊興町五庵,伊興町白幡,伊興町前沼,古千谷5	集落	35.79961338	139.7825934	2.1～2.1
240-400	五領式	古墳前期	伊興遺跡/東伊興遺跡 いこういせき/ひがしいこういせき	東京都足立区東伊興1,東伊興2,伊興町狭間,東伊興町,伊興町五庵,伊興町白幡,伊興町前沼,古千谷5		35.79961338	139.7825934	2.1～2.1
B2500-B2000	堀之内式	縄文後期前葉	綾部原遺跡　第2地点 あやべはらいせき　だいにちてん	東京都町田市野津田町859,1526ほか	集落	35.59851726	139.4515186	51～67.6
B2000-B1500	加曽利B式	縄文後期中葉	綾部原遺跡　第2地点 あやべはらいせき　だいにちてん	東京都町田市野津田町859,1526ほか	墓	35.59851726	139.4515186	51～67.6
B800-B450	浮線文期	縄文晩期末	綾部原遺跡　第2地点 あやべはらいせき　だいにちてん	東京都町田市野津田町859,1526ほか	墓	35.59851726	139.4515186	51～67.6
B380-B350		弥生前期末	綾部原遺跡　第2地点 あやべはらいせき　だいにちてん	東京都町田市野津田町859,1526ほか	墓	35.59851726	139.4515186	51～67.6
			綾部原遺跡 あやべはらいせき	東京都町田市野津田町字綾部1493-3他	散布地	35.59490687	139.4567961	_～_
B2500-B2300	称名寺式	縄文後期初頭	K-5遺跡 けい　ごいせき	東京都青梅市師岡町1-125-1	集落	35.79515609	139.2781929	187～188.4
B2500-1	称名寺式-宮ノ台式平行	縄文後期初頭-弥生前期	K-5遺跡 けい　ごいせき	東京都青梅市師岡町1-125-1	集落	35.79515609	139.2781929	187～188.4
B100-1	宮ノ台式平行	弥生中期後半	K-5遺跡 けい　ごいせき	東京都青梅市師岡町1-125-1	集落	35.79515609	139.2781929	187～188.4
B1250-B780	安行３ｃ式	縄文晩期前半	上生原遺跡 かみおいばらいせき	東京都青梅市二俣尾3-852	集落-縄文	35.8012654	139.2187551	227.1～227.1
			袋低地遺跡 ふくろていちいせき	東京都北区赤羽北二丁目22,東京都北区赤羽北二丁目13,32,33	包含地	35.78572358	139.7087116	_～_
B2500-B2000	堀ノ内1式	縄文後期前葉	東寺方遺跡 ひがしてらかたいせき	東京都多摩市東寺方620-1番地,和田52-1番地他	集落	35.64351146	139.4517945	65～68.5
240-400	五領式	古墳前期	東寺方遺跡 ひがしてらかたいせき	東京都多摩市東寺方620-1番地,和田52-1番地他	集落	35.64351146	139.4517945	65～68.5
B2500-B2300	称名寺1	縄文後期初頭	和田・百草遺跡群 わだ　もぐさいせきぐん	東京都多摩市和田351-1	包蔵地,集落遺跡	35.63990029	139.4320741	70.5～70.5
240-400	五領式	古墳前期	和田・百草遺跡群 わだ・もぐさいせきぐん	東京都多摩市和田351-1	包蔵地,集落遺跡	35.63990029	139.4320741	70.5～70.5
B800-B450	千網式	縄文晩期末	落川・一の宮遺跡 おちかわ　いちのみやいせき	東京都多摩市一の宮104ほか,日野市落川848ほか	集落	35.65406548	139.438462	54.2～56.1
B200-B100		弥生中期前葉	落川・一の宮遺跡 おちかわ　いちのみやいせき	東京都多摩市一の宮104ほか,日野市落川848ほか	集落	35.65406548	139.438462	54.5～56.5
