JASID,画面経度,画面緯度
1322900100,139.5624,35.75549
1322900200,139.5605,35.75471
1322900300,139.5646,35.75364
1322900500,139.5582,35.74704
1322900700,139.5611,35.7257
1322900800,139.5576,35.72376
1322900900,139.5496,35.74338
1322901000,139.5582,35.72677
1322901100,139.5642,35.72665
1322901200,139.5421,35.72595
1322901300,139.5387,35.72626
1322901400,139.5369,35.72309
1322901500,139.5377,35.72157
1322901600,139.5344,35.72371
