JASID,経度,緯度
1321900100,139.571069,35.64850383
1321900200,139.5717728,35.64557441
1321900300,139.5735409,35.64782031
1321900400,139.5743992,35.64949422
1321900500,139.5741074,35.64335636
1321900600,139.5765449,35.64579761
1321900700,139.578934,35.644489
1321900800,139.578934,35.644489
1321900900,139.5822613,35.64547676
1321901000,139.5850765,35.64468162
1321901100,139.580991,35.64324475
1321901200,139.5831024,35.64261699
1321901300,139.5852482,35.64222638
1321901400,139.5845959,35.63984096
1321901500,139.5779354,35.64270069
1321901600,139.5774204,35.64172416
1321901700,139.5797893,35.63998033
1321901800,139.5774313,35.63893222
1321901900,139.576985,35.63739759
1321902000,139.5784269,35.63628148
1321902100,139.5812533,35.63736093
1321902200,139.5809614,35.63543563
1321902300,139.5834677,35.63511474
1321902400,139.5814931,35.63456801
1321902500,139.5825241,35.63423357
1321902600,139.5824716,35.63342396
1321902700,139.58657,35.63511149
1321902800,139.5884111,35.63334025
1321902900,139.5904667,35.62996028
1321903000,139.5852881,35.63224173
1321903100,139.5852182,35.63103814
1321903200,139.5840006,35.62841874
1321903300,139.5814416,35.62960103
1321903400,139.5818536,35.62937779
1321903500,139.5823343,35.62939174
1321903600,139.5796233,35.62964658
1321903701,139.5781127,35.62741413
1321903702,139.5791941,35.62670252
1321903800,139.5777007,35.62728855
1321903900,139.5769282,35.62564207
1321904000,139.5750064,35.63116728
1321904100,139.5732061,35.63068772
1321904201,139.575899,35.63310663
1321904202,139.576929,35.63293921
1321904203,139.5772551,35.63313454
1321904204,139.5774268,35.63281364
1321904300,139.5794181,35.6316277
1321904401,139.5778903,35.63406932
1321904500,139.5766532,35.63500744
1321904600,139.5767058,35.63531102
1321904700,139.5750224,35.6364584
1321904800,139.5751597,35.63545389
1321904900,139.574354,35.63496223
1321905000,139.574354,35.63372052
1321905100,139.5748851,35.63350064
1321905200,139.5738047,35.63351124
1321905300,139.5737532,35.63319034
1321905400,139.569778,35.632286
1321905500,139.5699584,35.63414243
1321905600,139.570732,35.63620392
1321905700,139.5724131,35.63559341
1321905800,139.5714347,35.63583059
1321905900,139.5733241,35.63785018
1321906000,139.5714705,35.6415338
1321906100,139.5696509,35.64401696
1321906200,139.5664751,35.64206392
1321906300,139.5680071,35.63953211
1321906400,139.5668685,35.63716992
1321906500,139.5672118,35.63463074
1321906600,139.5648085,35.63587244
1321906700,139.5938484,35.62710282
1321906800,139.5732031,35.62731646
