"JASID","経度","緯度"
1320402600,139.571823380309,35.6774360619802
1320402700,139.571480058865,35.6746948638498
1320402800,139.531342084976,35.6733467630983
1320402900,139.576114914733,35.6754559488085
1320403000,139.57930990106,35.6736343807408
1320403100,139.576872061371,35.6710462028253
1320403200,139.572580525637,35.6692053884358
1320403300,139.577352712441,35.6664719818901
1320403400,139.581163594485,35.6650494564809
1320403500,139.584665485527,35.6713529995003
1320403600,139.569042466527,35.6718500828739
1320403700,139.566812702979,35.6704604933254
1320403800,139.566847035385,35.667978155259
1320403900,139.568632313313,35.6677550202174
1320404000,139.566057392658,35.6655236333696
1320404100,139.571138569809,35.6660535938188
1320404200,139.571104238058,35.6648820972567
1320404300,139.575636098671,35.664854205792
1320404400,139.574704387231,35.6844999844124
1320404500,139.578995921655,35.6865914140537
1320404600,139.582794531217,35.6884691761277
1320404700,139.586034036801,35.6851413617852
1320404800,139.575481754201,35.6984233956942
1320404900,139.579773288625,35.6974196645829
1320405000,139.57791934523,35.6990088988769
1320405100,139.582760196846,35.6967783859344
1320405200,139.585678441564,35.6932094364653
1320405300,139.585575445,35.6947151062878
1320405400,139.581661565081,35.6924565903627
1320405500,139.588596686282,35.687632631074
