"JASID","経度","緯度"
1320805304,139.543521456643,35.644807517051
1320805305,139.542766146323,35.6456584616552
1320805306,139.543778948709,35.6477509090574
1320805401,139.549804264088,35.6439844642757
1320805402,139.549357944769,35.6439286635462
1320805403,139.549563938553,35.6444727171344
1320805404,139.549443775458,35.6448214673496
1320805405,139.548482471354,35.6458398091593
1320805406,139.54801898616,35.6454352637118
1320805407,139.548791462356,35.6449888670187
1320805408,139.548945957203,35.644598267068
1320805409,139.549100452704,35.6451562658048
1320805305,139.555486255403,35.6443332166221
1320805600,139.58289628531,35.6497944778706
1320805700,139.562420500243,35.6609107365194
1320805800,139.588423782433,35.6471999036494
1320806000,139.559570921647,35.6621101837854
1320806200,139.523199330846,35.6615210816286
1320806300,139.527250539735,35.6770844855796
1320806400,139.537927876858,35.6651193434645
1320806500,139.579992825967,35.6721529313028
