JASID,経度,緯度
13121000100,139.7608857,35.76843606
13121000200,139.7688769,35.81459542
13121000300,139.7649973,35.81133801
13121000400,139.7649973,35.81133801
13121000500,139.7840174,35.80502144
13121001000,139.7921198,35.80179149
13121001001,139.7927035,35.80117889
13121001002,139.7918108,35.8014295
13121001003,139.7927035,35.8017358
13121001100,139.7884806,35.80524419
13121001200,139.785219,35.80571754
13121001300,139.7867297,35.80310019
13121001400,139.7863177,35.8002043
13121001600,139.7843951,35.7951084
13121001700,139.7819918,35.79499701
13121001800,139.7950037,35.79705769
13121001900,139.7989863,35.80440887
13121002000,139.8026942,35.807945
13121002100,139.8114489,35.80761089
13121002200,139.8127535,35.80788932
13121002300,139.8196735,35.8096434
13121002400,139.848298,35.77906669
13121002500,139.7855706,35.76612391
13121002600,139.7764726,35.77871452
13121002700,139.7714601,35.78278098
13121002800,139.7826785,35.80516066
13121002900,139.8012316,35.74716928
