JASID,経度,緯度
1311600100,139.7105424,35.74290873
1311600200,139.7141473,35.74416267
1311600300,139.7094095,35.71868978
1311600500,139.7413728,35.73716819
1311600600,139.735708,35.73549611
1311600700,139.731995,35.733017
1311600800,139.7494409,35.73394593
1311600900,139.7497842,35.73425248
1311601000,139.6951273,35.72769262
1311601100,139.6983545,35.73959264
1311601200,139.714113,35.72075244
1311601300,139.7173746,35.72752539
1311601400,139.7028864,35.72434803
1311601500,139.6857545,35.72526781
1311601600,139.6822183,35.73825502
1311601700,139.7173059,35.72537929
