JASID,経度,緯度
13221000100,139.5075661,35.7782705
13221000200,139.5067765,35.77517873
13221000300,139.5043732,35.77459378
13221000400,139.5043389,35.77570796
13221000500,139.502691,35.77556869
13221000600,139.5045792,35.77907824
13221000700,139.5002877,35.77704495
13221000800,139.4996354,35.77607006
13221000900,139.501146,35.77520658
13221001000,139.4973695,35.77526229
13221001100,139.4982278,35.77935677
13221001200,139.4990861,35.77980242
13221001300,139.4991891,35.77849333
13221001400,139.5006654,35.7791618
13221001500,139.4989831,35.77735134
13221001600,139.4997041,35.77913395
13221001700,139.5024506,35.77996953
13221001800,139.5045449,35.78035947
13221001900,139.5091798,35.77350745
13221002000,139.5039269,35.7735353
13221002100,139.4981591,35.77286678
13221002200,139.5289552,35.79027436
13221002300,139.5312211,35.79155541
13221002400,139.5310838,35.79317061
13221002500,139.5272385,35.7876008
13221002600,139.5283372,35.78790715
13221002700,139.5251099,35.78729445
13221002800,139.523256,35.78662604
13221002900,139.5191018,35.78645894
13221003000,139.5214364,35.78623614
13221003100,139.5231873,35.78542847
13221003200,139.5202691,35.78509426
13221003300,139.5213677,35.7846765
13221003400,139.5194794,35.78431443
13221003500,139.5194794,35.78320038
13221003600,139.5183808,35.78392452
13221003700,139.5165612,35.78172423
13221003800,139.5163895,35.78225342
13221003900,139.5167672,35.78122289
13221004000,139.5169389,35.78061014
13221004100,139.5151536,35.78612474
13221004200,139.5138833,35.78303327
13221004300,139.510656,35.7812229
13221004400,139.5116517,35.78150142
13221004500,139.5153939,35.78152927
13221004600,139.5083215,35.7801645
13221004700,139.5160119,35.78551202
13221004800,139.5326287,35.79470224
13221004900,139.533899,35.79484148
13221005000,139.5349976,35.79453515
13221005100,139.5347843,35.79611557
13221005200,139.5346126,35.79644974
13221005300,139.5345783,35.79686744
13221005400,139.5363292,35.79650543
13221005500,139.5373592,35.79709021
13221005600,139.5368099,35.79831546
13221005700,139.5391445,35.79929007
13221005800,139.5397281,35.79912996
13221005900,139.5400028,35.79842684
13221006000,139.5423717,35.80154556
13221006100,139.5444316,35.80321625
13221006200,139.5468006,35.80226953
13221006300,139.5061414,35.76214878
13221006400,139.522844,35.78180779
13221006500,139.5333497,35.77813123
13221006600,139.533899,35.77723992
13221006700,139.5316674,35.77838191
13221006800,139.533281,35.77604221
13221006900,139.5292298,35.77629289
13221007000,139.5260369,35.77832621
13221007100,139.5281312,35.77542942
13221007200,139.5422417,35.78462079
13221007300,139.5403878,35.78439798
13221007400,139.5392548,35.78322823
13221007500,139.5386025,35.78211416
13221007600,139.5381832,35.80020898
13221007700,139.5415821,35.80458062
