JASID,経度,緯度
1320804700,139.5532333,35.64551589
1320804800,139.5602214,35.6443852
1320804900,139.5573796,35.64174287
1320805000,139.5240667,35.66610443
1320805101,139.5199084,35.65960051
1320805102,139.5197901,35.65949224
1320805103,139.5193283,35.65962784
1320805104,139.5191167,35.65957043
1320805105,139.5202279,35.65927492
1320805106,139.5199443,35.65879903
1320805107,139.5219643,35.65781005
1320805108,139.5224726,35.65715878
1320805109,139.520949,35.65888988
1320805110,139.5223719,35.65734574
1320805111,139.52045,35.65863669
1320805112,139.5213167,35.65864062
1320805113,139.5228838,35.65724595
1320805114,139.5234387,35.65688523
1320805201,139.5346863,35.64775163
1320805202,139.5345456,35.64756532
1320805301,139.546303,35.64532781
1320805302,139.5459479,35.64522562
1320805303,139.543817,35.64474461
