JASID,経度,緯度
13213000100,139.4442464,35.76501003
13213000200,139.4478513,35.76620791
13213000300,139.4462054,35.76300638
13213000400,139.4453814,35.75957969
13213000500,139.448643,35.76342426
13213000700,139.4518359,35.76470573
13213001000,139.449982,35.76152986
13213001100,139.444279,35.75814685
13213001200,139.4475079,35.75835171
13213001700,139.4503939,35.76027619
13213001800,139.4532948,35.76733005
13213001900,139.4556294,35.76710719
13213002000,139.4586163,35.76785933
13213002100,139.4608136,35.76953073
13213002200,139.45908,35.76261635
13213002300,139.46665,35.77220489
13213002400,139.4671994,35.77312412
13213002500,139.4683667,35.77359765
13213002600,139.4687443,35.77033856
13213002700,139.4547198,35.76473359
13213002800,139.4555438,35.76621006
13213002900,139.4540332,35.76269993
13213003000,139.4558871,35.76445501
13213003100,139.4575007,35.7645943
13213003200,139.4610195,35.76593718
13213003300,139.4612942,35.76365282
13213003400,139.4634228,35.76540788
13213003500,139.4633541,35.76281707
13213003600,139.4784377,35.77417247
13213003700,139.477722,35.772797
13213003800,139.4823859,35.77665151
13213003900,139.4832099,35.77439531
13213004000,139.487982,35.77670721
13213004100,139.4921362,35.7785734
13213004200,139.4900076,35.77612228
13213004300,139.490042,35.774646
13213004400,139.4520037,35.74886882
13213004500,139.4642468,35.75423613
13213004600,139.4655514,35.75590781
13213004701,139.4665814,35.75448688
13213004702,139.467268,35.75412468
13213004800,139.4906943,35.75456034
13213004900,139.4918616,35.7530558
13213005000,139.4932349,35.75472751
13213005100,139.4934772,35.75383593
13213005200,139.4928249,35.753418
13213005300,139.4929622,35.75221993
13213005400,139.4615689,35.75939038
13213005500,139.4511836,35.76317353
13213005600,139.4597493,35.7654636
13213005700,139.4594403,35.7667729
13213005800,139.4606076,35.77164778
13213006000,139.4461711,35.75815883
13213006100,139.4470294,35.75723943
13213006200,139.4552691,35.76164129
13213006300,139.4552005,35.76384213
13213006400,139.4571231,35.76256064
13213006500,139.45813,35.761696
13213006600,139.4478839,35.75212879
13213006700,139.4487142,35.75558899
13213006800,139.4496755,35.75372227
13213006900,139.4508771,35.75503176
13213007000,139.4521618,35.75298234
13213007100,139.453349,35.75522679
13213007200,139.4511517,35.75684273
13213007300,139.4526967,35.75723279
13213007400,139.4555463,35.75661985
13213007500,139.4530375,35.75852101
13213007600,139.4565907,35.75785807
13213007700,139.45714,35.75911178
13213007800,139.456728,35.76067192
13213007900,139.4595089,35.76022617
13213008000,139.4602986,35.75905606
13213008100,139.4608479,35.7576909
13213008200,139.4611912,35.7566322
13213008300,139.4633541,35.76028189
13213008400,139.4648648,35.76390355
13213008500,139.4643841,35.76666147
13213008600,139.4654827,35.75693867
13213008700,139.468552,35.753574
13213008900,139.4697743,35.76886217
13213009000,139.4714682,35.77071841
13213009100,139.4735968,35.77244546
13213009200,139.4707601,35.76160901
13213009500,139.4737341,35.76277908
13213009600,139.4718931,35.76598277
13213009700,139.4735968,35.76478488
13213009800,139.4746268,35.76394914
13213009900,139.4740775,35.76606634
13213010000,139.4747984,35.76531418
13213010100,139.4783003,35.76587134
13213010300,139.4789526,35.76740349
13213010400,139.4764464,35.77102483
13213010600,139.4815276,35.76921418
13213010700,139.4825919,35.77124768
13213010800,139.4839652,35.77275187
13213010900,139.4789527,35.77645653
13213011100,139.4853385,35.77539807
13213011200,139.4881194,35.77397749
13213011300,139.4916556,35.77475742
13213011400,139.4936812,35.77603872
13213011500,139.4753263,35.75634346
13213011600,139.4802701,35.75935239
13213011700,139.478472,35.76194331
13213011800,139.4811499,35.76230548
13213011900,139.4827635,35.76548133
13213012000,139.4813902,35.76762635
13213012100,139.4849265,35.76926989
13213012300,139.4886,35.76979916
13213012400,139.4888403,35.77124767
13213012500,139.4917243,35.77225047
13213012600,139.4932692,35.77152623
13213012700,139.4954321,35.77289115
13213012900,139.478781,35.75121687
13213013000,139.4783475,35.75372449
13213013100,139.4812872,35.75659421
13213013200,139.4846175,35.75734645
13213013500,139.4875014,35.76419986
13213013600,139.4886687,35.76601062
13213013700,139.4820897,35.75110543
13213013800,139.4837034,35.74901569
13213013900,139.4827292,35.75277718
13213014000,139.483566,35.75157909
13213014100,139.48542,35.75174627
13213014200,139.4848578,35.75561907
13213014300,139.4873317,35.75241497
13213014400,139.4925502,35.75517329
13213014600,139.49914,35.76041105
13213014700,139.4657917,35.77159207
13213014800,139.4414311,35.76244706
13213014900,139.4509776,35.76626577
13213015000,139.4495013,35.75818669
13213015100,139.4690435,35.76144185
13213015200,139.449261,35.76478931
13213015300,139.456316,35.7691686
13213015400,139.4630108,35.76953073
13213015500,139.4652767,35.77273414
13213015600,139.4525187,35.74733631
13213015700,139.4662282,35.76252835
13213015800,139.4671994,35.75287089
13213015900,139.4751203,35.75818226
13213016000,139.4758971,35.7623612
13213016100,139.4791586,35.76486845
13213016200,139.4965651,35.77456244
13213016300,139.4928572,35.76406057
13213016400,139.488705,35.75391952
13213016500,139.4867246,35.74678658
13213016600,139.4505313,35.76843863
