JASID,経度,緯度
13220000100,139.4141119,35.75806093
13220000200,139.4175795,35.75613855
13220000300,139.4151076,35.76148769
13220000400,139.4099577,35.76237918
13220000500,139.4159315,35.75377032
13220000600,139.4193148,35.73693024
13220000700,139.4228323,35.75658432
13220000800,139.427856,35.754078
13220000900,139.4281882,35.752015
13220001000,139.4191588,35.75382605
13220001100,139.4288405,35.75672363
13220001200,139.4369772,35.75914748
13220001300,139.4250983,35.74911726
13220001400,139.4302824,35.75859028
13220001500,139.4396208,35.76719861
13220001600,139.4384192,35.76898145
13220001700,139.4383849,35.76544359
13220001800,139.435089,35.76608431
13220001900,139.433132,35.76538788
13220002000,139.4307974,35.76538787
13220002100,139.4298704,35.76597288
13220002200,139.4287718,35.76522073
13220002300,139.4272612,35.76524859
13220002400,139.4261282,35.76549931
13220002500,139.4251326,35.76469143
13220002600,139.4224203,35.76469143
13220002700,139.4195364,35.76396712
13220002800,139.4180601,35.76466357
13220002900,139.4186438,35.7616827
13220003000,139.4204977,35.76140411
13220003100,139.423107,35.76212845
13220003200,139.4257506,35.7622956
13220003300,139.4290465,35.76221202
13220003400,139.4323767,35.76235131
13220003500,139.4359473,35.76249061
13220003600,139.4380072,35.7615434
13220003700,139.4078291,35.76644647
13220003800,139.4053229,35.76739361
13220003900,139.4046706,35.76588932
13220004000,139.4075888,35.76301993
13220004100,139.4082411,35.76393926
13220004200,139.4109534,35.7624349
13220004300,139.4133223,35.76115337
13220004400,139.4144209,35.7622956
13220004500,139.4155882,35.76246275
13220004600,139.4096144,35.75898032
13220004700,139.410767,35.759205
13220004800,139.4263342,35.7565286
13220004900,139.435192,35.75051042
13220005000,139.4319647,35.74797484
13220005100,139.4365652,35.76633503
13220005200,139.4322394,35.76538788
13220005300,139.4292181,35.74814203
13220005400,139.4284285,35.7501482
13220005500,139.4328574,35.75187569
13220005600,139.412258,35.75045469
13220005700,139.4080008,35.75103981
13220005800,139.4237593,35.76505358
13220005900,139.4121893,35.75229363
13220006000,139.4326857,35.75925892
13220006100,139.4362906,35.7480863
13220006200,139.4380415,35.74741756
13220006300,139.4394835,35.7470832
13220006400,139.435089,35.75117913
13220006500,139.4413374,35.74998102
13220006600,139.4461783,35.75059401
13220006700,139.445938,35.75115127
13220006800,139.4467276,35.75151348
13220006900,139.4436034,35.75254439
13220007000,139.4303511,35.74970239
13220007100,139.4192961,35.75755945
13220007200,139.4386252,35.75184783
13220007300,139.4389342,35.75669576
13220007400,139.4355696,35.75510768
13220007500,139.4380759,35.76731004
13220007600,139.4444617,35.74858785
